OBS,AGE,GENDER,CHK_ACCT,SAV_ACCT,NUM_CREDITS,DURATION,HISTORY,PRESENT_RESIDENT,EMPLOYMENT,JOB,NUM_DEPENDENTS,RENT,INSTALL_RATE,GUARANTOR,OTHER_INSTALL,OWN_RES,TELEPHONE,FOREIGN,REAL_ESTATE,TYPE,AMOUNT_REQUESTED,CREDIT_EXTENDED,NPV,IsProfitable,MySample,NPV_Predicted
685,68,male,3,4,2,18,2,4,2,2,1,1,2,0,0,0,0,0,0,1,6761,4056,-1421,0,V,-89.08652371
688,36,male,0,0,1,18,1,4,1,3,1,0,3,0,1,0,1,0,0,4,1940,970,141,1,V,-949.2386782
691,24,male,0,4,1,21,2,2,3,1,1,0,2,0,0,1,0,1,1,1,3763,3763,1324,1,V,558.1441368
692,32,male,3,1,1,10,2,2,2,2,2,0,1,0,0,1,0,0,1,2,2848,1993,396,1,V,871.7879487
695,30,female,0,2,1,24,1,4,1,2,2,0,4,0,0,0,1,0,0,3,3349,2009,-615,0,V,-935.6485595
696,49,male,2,4,2,30,4,4,4,1,1,0,4,0,1,1,0,0,0,4,3656,3290,651,1,V,556.8358373
698,64,male,1,0,1,6,2,3,2,2,1,0,2,1,0,1,0,0,1,4,753,376,69,1,V,156.7494939
700,40,female,0,0,1,30,2,4,2,3,1,0,4,0,0,1,1,0,0,2,3857,3471,1057,1,V,-267.0349117
706,31,female,3,0,2,36,4,2,2,2,1,0,2,0,1,1,0,0,0,4,9566,7652,1185,1,V,-287.8571864
707,22,female,1,3,1,12,2,1,2,2,1,0,4,0,0,1,0,0,1,1,1007,805,174,1,V,19.47535761
709,47,female,1,1,1,36,2,4,2,2,2,0,1,0,0,0,1,0,0,5,12612,6306,-4459,0,V,-894.4731178
714,66,male,1,2,1,12,2,3,2,1,1,0,4,0,0,1,0,0,1,4,766,689,-368,0,V,309.0141588
717,20,male,1,3,1,11,2,1,1,2,1,0,4,0,0,1,0,0,1,3,1577,946,170,1,V,105.8572102
723,53,male,0,0,1,12,2,4,4,3,1,0,4,0,0,0,1,0,0,3,7865,5505,-2364,0,V,-435.8487933
726,29,male,0,0,1,12,1,1,2,2,1,0,4,0,0,0,0,0,0,4,2149,2149,-1220,0,V,-714.6466315
728,49,male,0,4,1,12,2,4,4,1,1,0,2,0,0,1,1,0,0,3,1262,1262,436,1,V,335.2406877
730,45,female,3,4,1,10,2,2,4,1,1,0,4,0,0,1,0,1,0,1,1287,1158,306,1,V,463.1967741
738,36,male,3,4,1,7,3,4,4,2,1,0,3,0,0,0,0,0,0,4,846,423,77,1,V,1006.331054
739,40,female,1,0,2,18,4,4,0,3,1,0,4,0,1,1,1,0,0,3,7374,6636,1159,1,V,-507.7676366
741,27,male,0,0,1,15,2,2,1,2,1,0,4,0,0,1,0,1,1,4,1053,631,119,1,V,-18.98742685
745,35,female,1,0,1,7,2,2,2,2,1,0,2,1,0,1,0,0,1,4,2576,2318,692,1,V,135.4822623
746,35,male,0,0,1,12,2,4,4,2,1,0,3,0,0,0,1,0,0,2,3386,3047,-1723,0,V,-135.2067566
747,32,female,3,4,2,48,3,3,4,2,2,0,3,0,1,1,0,0,0,4,7238,5790,907,1,V,134.6981255
748,25,female,2,0,1,24,2,2,3,2,1,0,4,0,1,1,0,0,0,4,5152,2576,377,1,V,501.6930376
750,40,male,3,0,2,24,4,3,3,2,1,0,4,0,0,1,0,0,0,3,1585,1268,196,1,V,177.2600287
753,42,male,3,0,2,4,4,1,3,1,2,0,2,0,0,1,0,0,1,4,1503,1202,182,1,V,939.2743653
754,37,female,1,0,1,18,4,4,4,2,1,0,3,0,0,1,1,0,0,3,3612,3250,1045,1,V,-252.908183
759,21,female,0,0,1,12,2,1,2,1,1,0,4,1,0,1,0,0,0,3,1289,773,133,1,V,-184.8667792
760,36,female,1,0,3,24,0,4,2,1,1,0,1,0,0,1,1,0,1,6,4241,3816,-2676,0,V,-1928.264112
763,29,male,1,1,1,9,1,3,3,2,1,0,2,0,0,1,0,0,0,1,1437,1005,-356,0,V,-266.5860887
769,30,female,1,1,1,36,3,3,4,2,1,0,4,0,0,0,0,0,0,1,2862,2862,782,1,V,-603.3591793
774,35,female,0,1,1,18,2,4,2,1,2,0,3,0,0,1,1,0,0,1,4380,3504,783,1,V,-226.6152782
776,39,female,2,4,2,15,4,4,2,2,1,0,3,0,0,0,1,0,0,4,1271,762,-256,0,V,704.5256409
778,25,male,0,0,1,18,2,1,3,2,1,0,4,1,0,1,0,0,1,4,3509,2105,502,1,V,372.7845172
779,38,male,3,4,2,48,4,3,4,2,2,0,4,0,0,1,1,0,0,2,2751,1925,361,1,V,139.0109916
782,24,female,3,0,2,6,4,2,3,2,1,1,1,0,0,0,1,0,0,4,1554,1554,346,1,V,487.5944016
784,23,male,3,0,1,4,2,3,1,1,2,1,1,0,0,0,0,0,1,3,601,601,191,1,V,122.6521336
785,28,female,3,0,1,24,2,2,1,2,1,0,4,0,0,1,0,0,1,1,1249,749,176,1,V,-263.6454344
786,28,female,3,0,1,15,4,2,2,2,1,0,4,0,0,0,1,0,0,3,3343,1671,357,1,V,19.7565632
793,39,male,0,0,3,48,2,4,3,2,2,0,4,0,1,0,1,0,0,2,10297,7207,-4283,0,V,-934.0639896
794,30,male,1,0,1,6,2,3,1,3,1,1,4,0,0,0,1,0,0,4,2063,2063,659,1,V,-359.3846636
795,38,female,3,4,1,12,2,4,0,3,1,0,4,0,0,1,1,0,0,1,2859,2287,509,1,V,376.6296314
797,54,male,3,0,1,15,2,2,4,3,1,1,4,0,1,0,1,0,0,4,3568,3568,1238,1,V,-103.4510408
800,38,female,3,0,1,12,2,4,4,2,1,0,4,0,0,1,0,0,0,4,804,402,61,1,V,171.5009964
804,37,female,2,0,1,10,2,2,2,2,1,0,2,0,0,1,1,0,0,0,1225,612,102,1,V,376.195627
809,30,male,0,1,1,18,2,3,3,3,2,0,4,0,0,1,1,0,0,1,2249,1574,421,1,V,121.9697037
815,28,male,0,0,2,36,4,2,2,2,1,0,3,1,0,1,0,0,0,3,5371,4833,1137,1,V,-684.0566337
826,23,female,3,1,1,15,2,4,1,2,1,0,1,0,0,1,1,0,0,2,3812,3812,1205,1,V,460.4679754
830,43,male,3,0,1,18,2,4,2,2,1,0,3,0,0,1,1,0,1,3,2515,1257,235,1,V,143.0498903
835,34,female,3,1,2,6,3,2,2,1,1,0,1,0,0,1,0,0,1,6,1743,1045,135,1,V,362.1000421
837,42,male,0,0,1,36,2,2,4,2,2,0,4,0,0,1,0,0,0,3,3446,3101,-1708,0,V,-735.1120097
840,46,female,1,0,2,12,2,1,4,2,1,1,1,0,0,0,0,0,1,1,1223,856,-335,0,V,-743.4405082
844,65,male,0,0,2,42,4,4,0,0,1,0,4,0,0,1,0,0,0,0,3394,2036,258,1,V,-831.5034998
850,32,male,1,0,1,18,2,2,4,1,1,0,4,1,0,1,0,0,1,4,1301,650,121,1,V,-138.2889572
861,33,male,3,0,1,18,2,1,1,2,1,0,4,0,0,1,0,0,1,4,2051,1435,343,1,V,174.7357794
863,36,male,3,2,2,42,4,4,2,2,1,0,4,0,0,1,1,0,1,3,4042,3233,650,1,V,-76.27190954
864,34,female,3,0,1,12,2,3,1,2,2,0,4,0,0,1,0,0,0,4,1493,1045,266,1,V,104.344011
865,38,male,2,0,1,24,2,3,3,2,2,0,4,0,1,0,0,0,0,1,947,947,-411,0,V,-20.23512894
866,28,male,1,0,2,30,0,1,2,2,1,0,2,0,0,1,0,0,0,6,4221,2954,414,1,V,-2043.035885
875,26,male,3,4,1,21,2,3,2,2,1,0,1,0,0,1,0,0,0,2,5248,2624,487,1,V,741.8342126
877,28,female,1,0,3,12,4,4,4,2,1,1,1,0,0,0,1,0,0,3,3617,3255,535,1,V,-758.1086839
881,55,male,1,0,1,42,1,2,0,3,1,0,1,0,1,0,1,0,0,2,9283,8354,2423,1,V,-1397.217262
886,29,male,0,0,1,15,2,2,2,2,1,0,3,0,0,1,1,0,0,1,3959,2771,-1073,0,V,-420.7717521
888,27,female,0,0,1,9,2,2,1,3,1,0,3,0,0,0,1,0,0,1,1422,995,-316,0,V,-611.3073618
890,33,female,3,4,1,15,2,4,3,1,1,1,1,0,1,0,0,0,1,3,2186,1530,374,1,V,904.2253633
892,33,male,0,1,1,24,2,1,0,2,1,0,1,0,0,1,0,0,0,3,2359,2123,-1023,0,V,-265.9797411
893,58,female,3,4,1,30,2,4,4,2,1,0,4,0,0,1,1,0,0,4,1867,1120,242,1,V,348.6299659
896,45,female,0,0,1,28,2,2,2,1,1,0,3,0,0,1,0,0,0,1,4006,2804,-1282,0,V,-697.2457631
897,29,female,3,4,1,42,2,4,3,2,1,1,2,0,0,0,1,0,0,4,7166,5016,1013,1,V,270.6894976
899,29,male,0,0,1,24,2,2,0,3,1,0,4,0,0,0,1,0,0,2,6579,3947,794,1,V,-434.4462155
903,63,male,0,0,2,60,3,4,4,2,1,0,3,0,0,1,1,0,0,6,6836,3418,-2339,0,V,-1539.640365
908,22,male,1,0,1,30,2,1,1,2,1,0,2,0,0,1,0,0,0,3,3832,3448,857,1,V,-797.3224263
914,44,male,2,0,1,12,2,2,2,1,1,1,2,0,0,0,1,0,0,4,1881,1128,264,1,V,197.1644928
915,46,male,3,3,2,18,4,4,4,2,1,0,4,0,0,1,0,0,0,4,1582,1582,344,1,V,356.2283886
926,57,female,3,1,3,11,4,4,0,1,1,0,4,0,0,1,0,0,1,4,1154,1154,219,1,V,405.0858056
927,25,female,3,4,2,24,2,2,4,2,1,0,4,0,0,1,0,0,0,4,999,999,197,1,V,265.4065814
933,28,female,1,0,1,6,2,4,4,2,2,0,4,0,0,1,0,0,0,4,1068,640,152,1,V,-81.0773359
934,31,female,1,0,1,10,2,2,2,1,1,0,4,0,0,1,0,0,0,3,1521,912,207,1,V,-264.9891369
944,26,female,2,0,1,12,1,1,1,0,1,0,4,0,0,1,0,0,1,6,609,548,-349,0,V,-559.650391
945,61,female,1,3,2,15,3,3,2,2,1,0,3,0,1,1,0,0,0,0,1512,907,-338,0,V,162.6809861
949,26,male,3,0,1,6,2,3,2,2,1,1,2,1,0,0,0,0,0,1,3518,3518,1046,1,V,-182.9921087
953,41,male,0,0,1,6,2,4,1,1,2,0,3,0,0,1,1,0,1,1,662,595,182,1,V,-138.3601664
963,64,female,3,4,1,9,2,4,4,1,1,0,1,0,0,1,0,0,1,5,3832,1916,323,1,V,731.2186566
967,47,male,2,0,1,30,4,4,4,2,1,0,4,0,0,1,0,0,0,4,3017,1810,323,1,V,207.7234729
969,31,female,0,3,1,12,2,3,2,2,2,0,1,0,0,1,0,0,0,1,3651,3285,882,1,V,-55.86297966
970,40,female,2,0,1,15,2,4,4,3,1,1,4,0,0,0,1,0,0,5,1905,1143,208,1,V,-168.4872052
971,37,male,1,0,1,9,2,2,2,1,2,0,2,0,0,1,0,0,1,4,2118,2118,630,1,V,92.94779905
979,27,male,0,0,1,40,4,3,2,2,1,0,4,0,1,1,1,0,0,5,5998,4198,-3572,0,V,-681.6425713
986,26,female,3,1,1,9,2,2,2,2,2,1,1,1,0,0,0,1,1,1,3577,2146,481,1,V,209.1595233
989,40,female,3,4,2,28,1,4,1,2,2,1,3,1,1,0,1,0,1,2,7824,7041,1536,1,V,-195.3110802
991,33,male,1,4,1,9,2,2,2,1,1,0,1,0,0,1,0,0,1,1,3195,2556,679,1,V,342.1091135
996,30,female,1,1,1,24,2,4,4,2,1,0,4,0,0,0,0,0,0,3,3069,1841,322,1,V,-555.7542248
997,40,female,0,0,2,11,4,2,2,1,2,0,1,0,0,1,0,0,1,1,3939,2363,324,1,V,-126.4839631
999,48,male,1,0,2,24,4,2,4,1,1,0,4,0,0,1,0,0,0,4,1743,1394,202,1,V,-452.6638007
1000,27,male,1,1,1,45,4,4,0,2,1,0,3,0,0,1,0,0,0,2,4576,4118,1200,1,V,-312.5559
